Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"66810","2020-01-21 09:38:21","3","516","<keras><tensorflow><metric><finite-precision>","0",""
"66811","2020-01-21 09:47:55","1","307","<keras><lstm><rnn><gru>","1",""
"66812","2020-01-21 09:58:58","0","278","<python><pandas><data-cleaning><dataframe>","1",""
"66817","2020-01-21 10:39:58","5","1626","<scikit-learn><predictive-modeling><prediction><predict>","1",""
"66820","2020-01-21 11:36:00","5","7298","<dataset><recommender-system><software-recommendation>","2",""
"66824","2020-01-21 13:14:21","1","287","<random-forest><cross-validation><hyperparameter><hyperparameter-tuning>","0",""
"66825","2020-01-21 13:19:59","0","2285","<python><random-forest>","1",""
"66832","2020-01-21 14:27:09","2","95","<scoring>","3",""
"66837","2020-01-21 15:28:38","0","520","<machine-learning>","1",""
"66839","2020-01-21 17:20:39","1","99","<machine-learning><dataset><machine-learning-model>","1",""
"66846","2020-01-21 19:59:41","2","38","<nlp>","1",""
"66848","2020-01-21 22:39:47","2","102","<deep-learning><nlp><word-embeddings><embeddings>","1",""
"66850","2020-01-22 00:09:23","3","63","<machine-learning><cnn><pytorch><image>","1",""
"66858","2020-01-22 07:18:47","-1","136","<python><pandas><dataframe><python-3.x>","2",""
"66866","2020-01-22 10:17:04","0","112","<machine-learning><nlp><data-mining><dataset><training>","1",""
"66869","2020-01-22 11:05:33","1","400","<keras><scikit-learn><cnn><class-imbalance>","1",""
"66870","2020-01-22 11:23:58","1","16","<scikit-learn><unsupervised-learning><anomaly-detection><csv>","0",""
"66876","2020-01-22 13:57:45","3","97","<time-series><model-selection>","2",""
"66880","2020-01-22 15:01:31","3","3272","<jupyter>","2",""
"66882","2020-01-22 15:15:33","1","67","<machine-learning><statistics><scoring>","0",""
"41056","2018-11-11 19:22:06","2","126","<machine-learning><neural-network><keras>","1",""
"41059","2018-11-11 20:01:07","2","1100","<python><pandas>","1",""
"41064","2018-11-11 22:50:51","2","580","<clustering><data><k-means><pca><missing-data>","3",""
"41067","2018-11-12 00:33:32","0","36","<machine-learning><nlp><text-mining>","1",""
"41068","2018-11-12 02:15:25","7","7690","<python>","3",""
"41076","2018-11-12 06:56:43","3","1744","<python><neural-network><keras><tensorflow>","0",""
"41077","2018-11-12 07:14:23","1","53","<deep-learning><scikit-learn><text-mining>","1",""
"41084","2018-11-12 10:23:52","1","1383","<tensorflow>","1",""
"41088","2018-11-12 10:31:56","1","102","<social-network-analysis>","0",""
"41091","2018-11-12 11:34:07","1","1057","<python><neural-network>","1",""
"41093","2018-11-12 11:38:56","2","2685","<keras><time-series><lstm><rnn><loss-function>","1",""
"41106","2018-11-12 15:08:23","1","2839","<machine-learning><python><training><sampling><class-imbalance>","3",""
"41107","2018-11-12 15:50:45","1","45","<reinforcement-learning><monte-carlo>","1",""
"41110","2018-11-12 16:15:49","0","175","<keras><training><cloud>","1",""
"41111","2018-11-12 16:22:21","0","46","<classification><regression><algorithms>","1",""
"41113","2018-11-12 16:48:25","10","24805","<machine-learning><python><scikit-learn>","5",""
"41116","2018-11-12 18:37:26","0","526","<machine-learning><python><scikit-learn><opencv>","1",""
"41127","2018-11-12 22:52:12","0","67","<machine-learning><deep-learning><tensorflow><random-forest>","3",""
"41131","2018-11-12 23:37:38","1","67","<machine-learning><python><keras><tensorflow>","1",""
"41133","2018-11-12 23:38:39","0","1877","<machine-learning><neural-network><svm><backpropagation>","2","0"
"41134","2018-11-12 23:52:02","1","52","<visualization><sentiment-analysis>","2",""
"41135","2018-11-13 01:07:57","0","47","<r><predictive-modeling>","2",""
"41148","2018-11-13 06:38:24","1","183","<regression><forecast>","2",""
"41149","2018-11-13 06:38:25","0","136","<r><fuzzy-logic>","1",""
"41151","2018-11-13 07:24:48","0","685","<lstm><rnn>","1",""
"41162","2018-11-13 13:44:10","2","566","<keras><computer-vision><convolution><yolo>","2",""
"41163","2018-11-13 13:58:48","2","519","<machine-learning><deep-learning><computer-vision><unsupervised-learning><object-detection>","0",""
"41166","2018-11-13 14:49:26","1","304","<computer-vision><convolution><yolo>","1",""
"41167","2018-11-13 14:53:25","0","284","<machine-learning><regression><data-augmentation>","1",""
"41170","2018-11-13 16:13:23","0","892","<regression><pca><dimensionality-reduction><clustering>","2",""
"41171","2018-11-13 16:16:48","1","1060","<machine-learning><neural-network><tensorflow><image-classification><image-recognition>","1",""
"41173","2018-11-13 16:45:57","2","100","<machine-learning><neural-network><feature-engineering>","2",""
"41175","2018-11-13 17:38:26","3","2703","<image-classification><normalization><data-augmentation>","3",""
"41176","2018-11-13 17:41:21","2","163","<machine-learning><data-mining><association-rules>","2",""
"41177","2018-11-13 17:51:23","1","79","<reinforcement-learning><optimization><policy-gradients>","1",""
"41185","2018-11-13 22:50:54","2","495","<cnn><embeddings>","2",""
"41191","2018-11-14 04:58:48","2","27","<statistics>","1",""
"41192","2018-11-14 05:31:27","2","459","<classification><nlp><text-mining><feature-extraction><named-entity-recognition>","1",""
"41193","2018-11-14 06:29:52","3","2902","<machine-learning><featurization>","3",""
"41196","2018-11-14 08:12:47","1","62","<predictive-modeling><prediction><probability>","1",""
"41204","2018-11-14 11:49:16","6","220","<scikit-learn><feature-selection><random-forest><feature-engineering>","1",""
"41208","2018-11-14 12:17:00","2","887","<machine-learning><regression><class-imbalance><weighted-data>","2",""
"41212","2018-11-14 13:47:18","1","141","<machine-learning><neural-network><backpropagation><mathematics>","1",""
"41213","2018-11-14 13:58:41","1","311","<machine-learning><data-mining><predictive-modeling><statistics>","3",""
"41216","2018-11-14 14:42:13","1","13","<python><keras><cnn><prediction>","0",""
"41217","2018-11-14 15:03:36","1","12","<statistics><normalization><class-imbalance>","0",""
"41220","2018-11-14 15:34:14","0","123","<data-cleaning><feature-extraction><survival-analysis>","1",""
"41224","2018-11-14 17:42:16","2","35","<scikit-learn><linear-regression><numpy><mcmc>","0",""
"9262","2015-12-08 10:37:44","46","101702","<python><clustering><scikit-learn>","6",""
"9266","2015-12-08 14:12:05","3","736","<python><logistic-regression><theano>","1",""
"9268","2015-12-08 16:37:35","7","4607","<machine-learning><terminology><definitions><finite-precision>","2",""
"9269","2015-12-08 17:49:04","3","564","<bigdata><recommender-system><optimization>","1",""
"9275","2015-12-09 04:10:02","4","5647","<classification><python><scikit-learn><correlation>","2",""
"9281","2015-12-09 11:29:23","1","90","<machine-learning><algorithms><machine-translation>","0",""
"9285","2015-12-09 17:10:27","3","43","<terminology>","2",""
"9288","2015-12-09 19:26:25","2","268","<machine-learning><reference-request><books>","1",""
"9290","2015-12-09 19:34:03","3","2122","<python><random-forest><scikit-learn>","2",""
"9292","2015-12-09 22:12:27","4","1414","<time-series><regression><svm>","1",""
"9294","2015-12-09 22:24:43","1","1063","<r><predictive-modeling><random-forest><probability>","2",""
"9296","2015-12-10 00:53:03","1","599","<data-mining><preprocessing>","2",""
"9301","2015-12-10 05:25:41","1","780","<machine-learning><visualization><categorical-data><linear-regression>","1",""
"9302","2015-12-10 06:22:48","151","165132","<machine-learning><tensorflow>","6",""
"9303","2015-12-10 08:53:58","0","157","<bigdata>","3",""
"9307","2015-12-10 12:50:10","4","69617","<r>","2",""
"9308","2015-12-10 13:41:33","4","119","<data-mining><social-network-analysis>","2",""
"9316","2015-12-10 20:22:54","3","940","<recommender-system><apache-spark>","1",""
"9317","2015-12-10 21:07:40","2","16138","<r>","3",""
"9321","2015-12-10 22:03:16","0","455","<logistic-regression><theano>","1",""
"9322","2015-12-10 22:13:30","2","168","<python><theano>","1",""
"9325","2015-12-11 02:54:26","9","16108","<python><software-recommendation><multilabel-classification>","7",""
"9328","2015-12-11 06:02:34","2","119","<machine-learning><predictive-modeling><optimization>","1",""
"9329","2015-12-11 06:13:25","1","105","<data-mining><missing-data><data-imputation>","1",""
"9335","2015-12-11 09:07:07","2","49","<r><text-mining>","1",""
"9340","2015-12-11 16:59:33","2","511","<neural-network><image-classification><preprocessing><theano>","1",""
"9342","2015-12-11 19:59:49","3","270","<r><sql>","1",""
"9344","2015-12-11 21:29:32","1","2423","<r>","1",""
"9345","2015-12-11 23:01:37","3","670","<statistics><data>","0",""
"9346","2015-12-11 23:43:50","11","1347","<machine-learning><neural-network>","3",""
"9347","2015-12-12 13:15:44","2","202","<machine-learning><recommender-system><deep-learning><scalability><data-product>","0",""
"9349","2015-12-12 13:35:11","9","11419","<machine-learning><clustering><graphs>","1",""
"9352","2015-12-12 16:14:27","0","1319","<r><text-mining>","1",""
"9355","2015-12-12 17:16:45","2","1099","<logistic-regression><theano>","1",""
"9359","2015-12-13 05:04:15","0","103","<bigdata><predictive-modeling><beginner>","1",""
"9362","2015-12-13 09:26:04","4","5176","<logistic-regression><linear-regression><model-selection>","2",""
"9364","2015-12-13 14:19:54","33","44135","<r><python><xgboost>","3",""
"9369","2015-12-14 04:36:30","2","135","<gensim><lsi>","0",""
"9370","2015-12-14 10:33:28","3","2589","<random-forest><feature-selection><scikit-learn>","4",""
"97445","2021-07-04 15:10:04","0","29","<deep-learning><computer-vision><object-detection><active-learning>","1",""
"97446","2021-07-04 15:39:26","1","22","<multilabel-classification><missing-data><association-rules><market-basket-analysis>","0",""
"97450","2021-07-04 17:40:19","0","69","<machine-learning><prediction><accuracy><metric>","1",""
"97451","2021-07-04 17:40:47","0","19","<python><image-classification><machine-learning-model>","0",""
"97453","2021-07-05 01:36:56","1","39","<machine-learning><data><forecasting>","1",""
"97454","2021-07-05 01:57:36","0","610","<python><scikit-learn><time-series><random-forest>","1",""
"97455","2021-07-05 03:26:51","0","166","<python><neural-network><unsupervised-learning>","2",""
"97463","2021-07-05 08:07:22","0","22","<data-cleaning>","1",""
"97465","2021-07-05 10:09:38","4","222","<image-classification><convolutional-neural-network><pytorch>","1",""
"97473","2021-07-05 12:41:34","2","403","<deep-learning><gan><image>","2",""
"97476","2021-07-05 13:00:50","0","48","<cnn><image-classification>","0",""
"97478","2021-07-05 13:15:43","0","14","<python>","1",""
"97479","2021-07-05 13:21:31","3","920","<machine-learning><clustering><pca><tsne>","3",""
"97481","2021-07-05 13:51:20","0","54","<clustering><k-means>","1",""
"97486","2021-07-05 14:54:40","2","2104","<python><scikit-learn><feature-scaling>","1",""
"97487","2021-07-05 14:59:32","0","29","<machine-learning><predictive-modeling><recommender-system>","1",""
"97491","2021-07-05 16:20:44","2","546","<machine-learning><deep-learning><neural-network><cnn><convolutional-neural-network>","1",""
"97492","2021-07-05 17:30:23","0","549","<neural-network><time-series><lstm><multiclass-classification>","0",""
"97499","2021-07-05 20:13:37","0","835","<confusion-matrix>","1",""
"97500","2021-07-05 20:21:50","0","38","<python><keras><weight-initialization>","0",""
"97503","2021-07-06 01:53:39","1","24","<clustering><performance><text><model-evaluations>","1",""
"97504","2021-07-06 02:14:06","0","155","<machine-learning><python><nlp><clustering><word2vec>","1",""
"97508","2021-07-06 08:05:16","1","65","<convolutional-neural-network><data-augmentation>","0",""
"97515","2021-07-06 11:37:21","1","135","<deep-learning><nlp><text-classification>","1",""
"97516","2021-07-06 11:37:41","0","124","<python><scikit-learn><pandas><text-classification>","1",""
"97518","2021-07-06 13:18:44","0","9395","<deep-learning><keras><tensorflow><regression><ensemble>","3",""
"97521","2021-07-06 13:56:18","0","380","<machine-learning><predictive-modeling><feature-selection><feature-engineering><rmse>","1",""
"97525","2021-07-06 14:17:06","0","229","<logistic-regression><categorical-data><binary><binary-classification><density-estimation>","2",""
"97529","2021-07-06 15:11:05","1","106","<nlp><text-mining><bert><information-retrieval><similar-documents>","1",""
"97531","2021-07-06 15:42:52","1","78","<r><ranking><dummy-variables><hierarchical-data-format>","1",""
"97537","2021-07-06 17:58:01","0","67","<machine-learning><deep-learning><neural-network><tensorflow><accuracy>","0",""
"97544","2021-07-06 20:10:59","0","1671","<deep-learning><neural-network><lstm><normalization><feature-scaling>","1",""
"97545","2021-07-06 20:15:37","0","13","<machine-learning><nlp>","0",""
"97549","2021-07-07 00:22:39","0","504","<tensorflow><cnn><convolutional-neural-network><siamese-networks><one-shot-learning>","1",""
"97551","2021-07-07 02:27:27","3","221","<missing-data><data-imputation>","4",""
"97553","2021-07-07 05:14:56","0","86","<machine-learning><classification><machine-learning-model><linearly-separable>","0",""
"97555","2021-07-07 05:23:45","0","598","<python><feature-selection><feature-extraction><graphs><feature-construction>","1",""
"97561","2021-07-07 11:20:55","0","28","<feature-selection>","0",""
"97568","2021-07-07 12:34:09","2","2145","<word2vec><transfer-learning><gensim><pretraining>","1",""
"97569","2021-07-07 12:54:20","1","31","<machine-learning><time-series><feature-engineering>","1",""
"66889","2020-01-22 17:18:18","3","59","<machine-learning><data><data-science-model>","1",""
"66891","2020-01-22 17:53:44","3","167","<machine-learning><random-forest><decision-trees><cart>","1",""
"66892","2020-01-22 18:19:26","2","1278","<machine-learning><data-mining><clustering><unsupervised-learning><k-means>","2",""
"66893","2020-01-22 19:09:34","1","78","<machine-learning><feature-selection><feature-extraction>","2",""
"66899","2020-01-22 20:30:15","2","59","<machine-learning><neural-network><pytorch><dimensionality-reduction><encoding>","1",""
"66901","2020-01-22 21:06:15","1","142","<regression>","1",""
"66902","2020-01-22 21:35:30","3","2694","<lightgbm>","1",""
"66903","2020-01-22 21:52:06","2","143","<neural-network><rnn><generative-models><text-generation>","1",""
"66905","2020-01-22 22:14:25","3","570","<machine-learning><data-mining><clustering><unsupervised-learning><k-means>","1",""
"66907","2020-01-22 22:51:34","2","82","<random-forest><anomaly-detection><outlier>","1",""
"66912","2020-01-23 05:39:27","5","1103","<neural-network><deep-learning><keras><tensorflow>","0",""
"66913","2020-01-23 06:05:27","16","2605","<neural-network><deep-learning><nlp><attention-mechanism>","3",""
"66919","2020-01-23 08:18:01","3","473","<python><logistic-regression><matplotlib>","1",""
"66926","2020-01-23 11:01:03","0","192","<deep-learning><cnn>","0",""
"66927","2020-01-23 12:26:23","2","48","<machine-learning><unsupervised-learning>","1",""
"66929","2020-01-23 13:00:38","2","250","<regression><linear-regression><multivariate-distribution>","3",""
"66930","2020-01-23 13:18:39","1","367","<machine-learning><training><model-evaluations><data-leakage>","1",""
"66931","2020-01-23 13:28:40","1","117","<machine-learning><scikit-learn><linear-regression>","0",""
"66934","2020-01-23 15:31:49","1","14","<deep-learning>","0",""
"66935","2020-01-23 15:34:02","1","1398","<explainable-ai>","2",""
"66939","2020-01-23 16:33:48","4","143","<clustering><dimensionality-reduction><data-analysis><k-nn>","2",""
"66940","2020-01-23 16:42:56","2","52","<computer-vision><ocr><similar-documents><information-extraction>","0",""
"66944","2020-01-23 17:50:58","6","2079","<neural-network><deep-learning><keras><activation-function><weight-initialization>","1",""
"66948","2020-01-23 20:21:48","2","104","<machine-learning><scikit-learn><random-forest>","1",""
"66949","2020-01-23 20:23:44","-1","39","<machine-learning><r>","1",""
"66952","2020-01-23 21:32:57","3","481","<deep-learning><tensorflow>","1",""
"66953","2020-01-23 22:29:43","3","158","<statistics><visualization>","1",""
"66954","2020-01-23 22:38:30","3","91","<machine-learning><nlp><r>","1",""
"66955","2020-01-23 22:45:11","4","1116","<deep-learning><perceptron><linear-algebra>","2",""
"66962","2020-01-24 01:58:40","1","40","<r>","0",""
"66963","2020-01-24 04:42:29","3","85","<machine-learning><neural-network><deep-learning><dataset><data>","1",""
"66965","2020-01-24 05:14:57","2","1549","<python><r><data><numpy><simulation>","2",""
"66971","2020-01-24 09:19:35","-1","36","<machine-learning><python><dataset><data-science-model><supervised-learning>","1",""
"66972","2020-01-24 10:14:48","2","335","<machine-learning><nlp><unsupervised-learning><supervised-learning><similar-documents>","2",""
"66973","2020-01-24 10:41:15","2","294","<python><random-forest><cross-validation><python-3.x><gridsearchcv>","1",""
"66977","2020-01-24 11:26:18","1","27","<neural-network><classification>","0",""
"66978","2020-01-24 11:31:43","0","76","<cnn>","1",""
"66979","2020-01-24 11:38:41","4","333","<machine-learning><python><random-forest><python-3.x><gridsearchcv>","2",""
"66981","2020-01-24 11:57:25","0","1182","<python><keras><mlflow>","1",""
"41228","2018-11-14 19:15:32","1","2662","<python><visualization><random-forest><data-science-model><plotting>","1",""
"41229","2018-11-14 19:32:12","2","40","<python><cnn><image-classification><computer-vision>","0",""
"41231","2018-11-14 19:38:12","0","1359","<machine-learning><neural-network><deep-learning><cnn><transfer-learning>","2","0"
"41236","2018-11-14 20:26:07","3","69","<machine-learning><time-series><missing-data>","1",""
"41237","2018-11-14 20:52:15","1","96","<time-series>","2",""
"41239","2018-11-14 21:19:40","1","33","<nlp><information-theory>","0",""
"41242","2018-11-15 01:41:39","1","174","<machine-learning><statistics>","0",""
"41246","2018-11-15 03:38:17","4","1261","<machine-learning><python><deep-learning><machine-learning-model>","1",""
"41252","2018-11-15 08:39:27","4","1474","<neural-network><deep-learning><keras><tensorflow><gpu>","2",""
"41255","2018-11-15 11:54:52","0","234","<python><scikit-learn><pandas><pca><dimensionality-reduction>","1",""
"41256","2018-11-15 11:58:19","0","111","<neural-network><rnn>","1",""
"41259","2018-11-15 12:19:57","4","73","<machine-learning><python><classification><data-science-model>","1",""
"41261","2018-11-15 12:57:02","1","19","<neural-network>","0",""
"41263","2018-11-15 13:38:38","1","40","<linear-regression><training>","0",""
"41264","2018-11-15 14:12:28","1","2647","<scikit-learn>","2",""
"41266","2018-11-15 14:24:52","9","198","<xgboost><distributed><boosting>","1",""
"41267","2018-11-15 14:31:32","2","46","<classification><svm><feature-engineering><binary>","1",""
"41274","2018-11-15 17:06:40","7","1780","<epochs>","2",""
"41276","2018-11-15 18:12:03","1","197","<machine-learning><time-series><correlation><similarity>","3",""
"41278","2018-11-15 18:35:46","1","154","<keras>","1",""
"41279","2018-11-15 18:54:57","1","240","<r><data-mining><svm><normalization><data-analysis>","1",""
"41285","2018-11-15 21:34:54","6","8584","<python><nlp><sentiment-analysis>","1",""
"41295","2018-11-16 06:20:25","1","145","<scikit-learn><logistic-regression><multiclass-classification><image-recognition><multilabel-classification>","2",""
"41296","2018-11-16 08:13:44","0","365","<neural-network><matlab>","1",""
"41298","2018-11-16 08:50:50","2","6427","<data><prediction><sequence>","2",""
"41302","2018-11-16 09:12:17","1","131","<python><computer-vision><ocr>","0",""
"41305","2018-11-16 10:09:44","1","716","<keras><time-series><lstm><logistic-regression>","2",""
"41306","2018-11-16 10:27:22","1","702","<python><regression><training>","0",""
"41309","2018-11-16 13:55:42","4","253","<statistics><distribution>","2",""
"41313","2018-11-16 14:24:42","2","1812","<multiclass-classification>","1",""
"41315","2018-11-16 14:54:28","2","1003","<machine-learning><python><nlp><feature-selection>","0",""
"41317","2018-11-16 15:25:02","2","10261","<python><k-means><prediction><accuracy>","1",""
"41318","2018-11-16 15:32:26","2","1022","<naive-bayes-classifier><outlier><collinearity>","1",""
"41319","2018-11-16 15:58:22","0","42","<keras><lstm><rnn>","1",""
"41324","2018-11-16 16:50:38","1","555","<neural-network><model-evaluations><ranking><learning-to-rank><ndcg>","0",""
"41329","2018-11-16 19:58:17","3","247","<machine-learning><regression>","2",""
"41335","2018-11-16 21:59:10","0","39","<categorical-data><information-theory>","1",""
"41336","2018-11-16 22:37:25","4","3429","<machine-learning><cross-validation><hyperparameter><hyperparameter-tuning><kaggle>","1",""
"41337","2018-11-16 22:40:06","0","32","<svm>","1",""
"41340","2018-11-17 02:45:14","6","2757","<neural-network><deep-learning><loss-function><class-imbalance><metric>","2",""
"41345","2018-11-17 08:01:43","1","669","<k-nn>","1",""
"41346","2018-11-17 08:23:50","1","292","<nlp>","0",""
"41347","2018-11-17 09:51:32","2","871","<neural-network><deep-learning><computer-vision>","2",""
"41350","2018-11-17 10:51:50","3","3007","<pandas>","1",""
"41353","2018-11-17 13:26:50","1","808","<nlp><text-mining><word2vec>","2",""
"41356","2018-11-17 16:33:35","0","317","<similarity><text>","2",""
"9373","2015-12-14 14:44:54","3","207","<machine-learning><deep-learning><theano>","2",""
"9374","2015-12-14 15:09:13","2","149","<machine-learning><nlp>","0",""
"9375","2015-12-14 16:58:41","5","289","<dataset><regression><random-forest><apache-spark>","2",""
"9378","2015-12-14 17:21:21","5","2030","<machine-learning><neural-network><gradient-descent><backpropagation>","2",""
"9383","2015-12-14 21:58:59","4","159","<machine-learning><random-forest><decision-trees>","1",""
"9389","2015-12-15 03:10:26","-2","469","<data-cleaning>","1",""
"9390","2015-12-15 03:30:28","1","90","<algorithms><graphs><named-entity-recognition>","1",""
"9392","2015-12-15 05:54:18","3","280","<machine-learning><dataset><data-cleaning><feature-extraction>","1",""
"9397","2015-12-15 10:12:37","3","2221","<python><categorical-data><scikit-learn><feature-engineering>","1",""
"9398","2015-12-15 13:25:39","2","102","<predictive-modeling><regression><optimization><gradient-descent>","1",""
"9406","2015-12-16 11:39:09","11","2432","<predictive-modeling><regression><decision-trees>","3",""
"9407","2015-12-16 12:18:51","0","85","<python><logistic-regression><theano>","2",""
"9411","2015-12-16 14:55:27","7","1441","<classification><apache-spark><multiclass-classification><naive-bayes-classifier>","1",""
"9413","2015-12-16 16:13:42","2","119","<machine-learning><python><neural-network><logistic-regression>","1",""
"9415","2015-12-16 21:20:08","6","545","<machine-learning><data-mining><r>","1",""
"9416","2015-12-16 21:21:35","1","230","<r><random-forest><ensemble-modeling>","1",""
"9417","2015-12-16 21:49:31","0","149","<machine-learning><python><java>","1",""
"9418","2015-12-17 01:42:57","3","109","<image-classification><preprocessing><object-recognition>","0",""
"9420","2015-12-17 02:44:52","12","3334","<svm><logistic-regression><hinge-loss>","1",""
"9422","2015-12-17 07:58:13","1","255","<apache-hadoop><map-reduce><apache-pig>","0","0"
"9424","2015-12-17 10:52:10","7","8234","<classification><apache-spark><multiclass-classification>","2",""
"9425","2015-12-17 16:32:03","4","1836","<r><missing-data>","2",""
"9428","2015-12-18 01:31:06","3","107","<predictive-modeling><logistic-regression><stata>","1",""
"9432","2015-12-18 10:54:15","4","477","<social-network-analysis>","1",""
"9433","2015-12-18 16:19:00","3","1671","<r><apache-spark><scala>","1",""
"9435","2015-12-18 19:31:32","16","4700","<beginner><self-study>","3",""
"9440","2015-12-19 07:52:15","9","8445","<machine-learning><python><scikit-learn>","1",""
"9441","2015-12-19 16:57:31","1","5585","<r><data-cleaning>","1",""
"9443","2015-12-19 19:30:35","172","119961","<scikit-learn><categorical-data><feature-engineering>","4",""
"9444","2015-12-19 19:35:24","1","205","<machine-learning><neural-network><deep-learning>","0",""
"9451","2015-12-20 09:54:24","1","2801","<classification><weka>","1",""
"9453","2015-12-20 17:09:48","6","3609","<svm><scikit-learn><cross-validation>","3",""
"9454","2015-12-21 05:06:49","4","905","<machine-learning><recommender-system><perceptron>","1",""
"9456","2015-12-21 06:50:07","1","246","<classification><text>","1",""
"9457","2015-12-21 07:39:44","5","282","<machine-learning><neural-network><algorithms><supervised-learning>","2",""
"9458","2015-12-21 10:26:19","3","1757","<nlp><sentiment-analysis>","3",""
"9459","2015-12-21 10:38:45","8","7146","<python><computer-vision><object-recognition>","1",""
"9460","2015-12-21 11:18:31","15","41468","<pandas>","4",""
"9467","2015-12-21 16:21:25","3","229","<r><ggplot2>","1",""
"9469","2015-12-21 17:26:36","2","295","<neural-network>","1",""
"97574","2021-07-07 15:31:12","0","83","<convolution>","1",""
"97586","2021-07-07 20:42:31","0","14","<clustering><unsupervised-learning>","1",""
"97593","2021-07-08 00:51:49","0","44","<machine-learning>","1",""
"97595","2021-07-08 01:26:14","1","257","<correlation><tableau>","1",""
"97598","2021-07-08 07:01:05","2","971","<classification><nlp><scikit-learn><random-forest>","1",""
"97602","2021-07-08 08:37:16","1","99","<deep-learning><neural-network><time-series><cnn><lstm>","1",""
"97610","2021-07-08 11:01:27","0","345","<machine-learning><computer-vision><opencv>","1",""
"97613","2021-07-08 12:00:36","1","2854","<machine-learning><deep-learning><training>","2",""
"97617","2021-07-08 13:18:05","1","103","<nlp><bert><transformer><semantic-similarity>","1",""
"97625","2021-07-08 17:04:37","0","22","<cnn><opencv>","1",""
"97628","2021-07-08 17:30:20","0","528","<machine-learning><nlp><pytorch><transformer>","1",""
"97630","2021-07-08 18:07:30","8","6694","<python-3.x><tokenization><gpt>","1",""
"97633","2021-07-08 20:07:48","-1","7819","<dataset><data><csv>","3",""
"97637","2021-07-08 21:32:15","0","40","<python><python-3.x><matplotlib>","1",""
"97638","2021-07-08 21:40:52","2","150","<scikit-learn><random-forest>","3",""
"97640","2021-07-09 00:18:37","2","110","<orange><naive-bayes-classifier><naive-bayes-algorithim>","0",""
"97641","2021-07-09 00:24:33","1","33","<r><data-mining><data-cleaning>","1",""
"97648","2021-07-09 06:02:30","0","933","<machine-learning><training><grid-search><lightgbm><gbm>","1",""
"97654","2021-07-09 10:21:56","1","74","<machine-learning><python><tensorflow><metric>","0",""
"97655","2021-07-09 10:27:19","0","114","<machine-learning><classification><accuracy>","1",""
"97656","2021-07-09 10:37:20","0","20","<machine-learning><deep-learning><cnn>","0",""
"97658","2021-07-09 10:55:04","0","75","<neural-network><class-imbalance><probability-calibration>","0",""
"97669","2021-07-09 15:27:40","1","439","<classification><text-classification>","2",""
"97670","2021-07-09 16:23:54","0","94","<machine-learning><scikit-learn><text-classification>","0",""
"97671","2021-07-09 16:49:33","0","63","<dataset><data><visualization>","0",""
"97672","2021-07-09 16:51:50","0","837","<keras><lstm><loss-function>","1",""
"97680","2021-07-09 22:39:20","0","686","<python><visualization>","3",""
"97687","2021-07-10 07:41:14","2","288","<nlp><dimensionality-reduction><apache-spark><tfidf><hashing-trick>","0",""
"97689","2021-07-10 09:16:57","1","124","<machine-learning><neural-network><lstm><regularization>","0",""
"97690","2021-07-10 09:39:54","0","368","<keras><time-series><cnn><convolutional-neural-network>","0",""
"97694","2021-07-10 16:05:07","-1","53","<mathematics><linear-algebra>","1",""
"97695","2021-07-10 16:29:34","-1","431","<python><scikit-learn>","1",""
"97708","2021-07-10 20:09:32","0","29","<neural-network><loss-function><fuzzy-logic>","1",""
"97712","2021-07-10 23:56:44","0","44","<classification><feature-importances>","1",""
"97714","2021-07-11 01:56:08","0","24","<neural-network><cnn><convolution><feature-map>","0",""
"97716","2021-07-11 04:29:40","2","38","<pandas><statistics><python-3.x><sampling>","1",""
"97717","2021-07-11 05:03:53","0","432","<time-series><random-forest><decision-trees><machine-learning-model>","5",""
"97723","2021-07-11 07:07:32","0","71","<keras><tensorflow>","0",""
"97725","2021-07-11 09:04:50","0","28","<decision-trees>","1",""
"97734","2021-07-11 16:20:30","2","257","<random-forest><hyperparameter-tuning>","1",""
"97738","2021-07-11 17:18:17","0","207","<python><time-series><regression><forecasting><statsmodels>","0",""
"97740","2021-07-11 20:02:38","0","44","<python><logistic-regression><accuracy><confusion-matrix>","1",""
"97742","2021-07-11 20:54:23","1","540","<python><statistics><confidence>","1",""
"97744","2021-07-12 03:25:28","1","58","<machine-learning><nlp><dataset>","1",""
"97747","2021-07-12 05:23:40","0","33","<parameter-estimation><survival-analysis><churn>","1",""
"97748","2021-07-12 06:22:06","2","225","<decision-trees>","3",""
"97752","2021-07-12 07:30:15","1","162","<metric><k-nn><distance>","2",""
"97754","2021-07-12 08:16:16","0","98","<machine-learning><classification><supervised-learning><k-nn>","1",""
"66990","2020-01-24 15:21:38","2","3711","<machine-learning><python><classification><clustering><predictive-modeling>","2",""
"66992","2020-01-24 15:32:37","0","9254","<machine-learning><xgboost><jupyter>","2",""
"66998","2020-01-24 16:32:43","1","29","<machine-learning><statistics><probability>","1",""
"66999","2020-01-24 16:43:38","1","241","<python><random-forest><training><python-3.x><gridsearchcv>","2",""
"67001","2020-01-24 17:15:28","3","1148","<classification><class-imbalance>","1",""
"67009","2020-01-24 18:30:21","4","16341","<python><jupyter>","2",""
"67017","2020-01-24 19:49:20","1","29","<training><data-augmentation><faster-rcnn>","0",""
"67019","2020-01-24 20:08:01","1","397","<dataframe><clustering>","0",""
